PointCount: 2009

Point 0: X: 104, Y: 345, Depth: -1
Point 1069: X: 30.24, Y: 192.96, Depth: -1
Point 1070: X: 151.2, Y: 246.24, Depth: -1
Point 1071: X: 99.36, Y: 243.36, Depth: -1
Point 1072: X: 164.16, Y: 216, Depth: -1
Point 1073: X: 77.76, Y: 332.64, Depth: -1
Point 1074: X: 27.36, Y: 334.08, Depth: -1
Point 1075: X: 60.48, Y: 277.92, Depth: 11.1801
Point 1076: X: 54.72, Y: 275.04, Depth: 12.6706
Point 1077: X: 141.12, Y: 339.84, Depth: -1
Point 1078: X: 131.04, Y: 315.36, Depth: -1
Point 1079: X: 118.08, Y: 296.64, Depth: -1
Point 1080: X: 241.92, Y: 61.92, Depth: -1
Point 1081: X: 187.2, Y: 44.64, Depth: -1
Point 1082: X: 214.56, Y: 184.32, Depth: -1
Point 1083: X: 188.64, Y: 175.68, Depth: -1
Point 1084: X: 237.6, Y: 110.88, Depth: -1
Point 1085: X: 309.6, Y: 182.88, Depth: 30.7967
Point 1086: X: 299.52, Y: 133.92, Depth: -1
Point 1087: X: 87.84, Y: 89.28, Depth: -1
Point 1088: X: 70.56, Y: 53.28, Depth: -1
Point 1089: X: 27.36, Y: 43.2, Depth: -1
Point 1090: X: 156.96, Y: 70.56, Depth: -1
Point 1091: X: 113.76, Y: 93.6, Depth: -1
Point 1092: X: 152.64, Y: 28.8, Depth: -1
Point 1093: X: 69.12, Y: 174.24, Depth: -1
Point 1094: X: 48.96, Y: 167.04, Depth: -1
Point 1095: X: 83.52, Y: 122.4, Depth: -1
Point 1096: X: 31.68, Y: 118.08, Depth: -1
Point 1097: X: 161.28, Y: 187.2, Depth: 22.8648
Point 1098: X: 156.96, Y: 115.2, Depth: -1
Point 1099: X: 115.2, Y: 128.16, Depth: -1
Point 1100: X: 696.96, Y: 331.2, Depth: -1
Point 1101: X: 309.312, Y: 183.168, Depth: 30.78
Point 1102: X: 300.672, Y: 179.712, Depth: -1
Point 1103: X: 311.04, Y: 165.888, Depth: -1
Point 1104: X: 295.488, Y: 167.616, Depth: -1
Point 1105: X: 506.304, Y: 93.312, Depth: -1
Point 1106: X: 473.472, Y: 93.312, Depth: -1
Point 1107: X: 495.936, Y: 76.032, Depth: -1
Point 1108: X: 487.296, Y: 84.672, Depth: -1
Point 1109: X: 615.168, Y: 219.456, Depth: 25.4669
Point 1110: X: 592.704, Y: 219.456, Depth: 25.3181
Point 1111: X: 603.072, Y: 195.264, Depth: -1
Point 1112: X: 597.888, Y: 191.808, Depth: -1
Point 1113: X: 283.392, Y: 50.112, Depth: -1
Point 1114: X: 252.288, Y: 62.208, Depth: -1
Point 1115: X: 281.664, Y: 32.832, Depth: -1
Point 1116: X: 264.384, Y: 46.656, Depth: -1
Point 1117: X: 495.936, Y: 136.512, Depth: -1
Point 1118: X: 475.2, Y: 129.6, Depth: -1
Point 1119: X: 490.752, Y: 114.048, Depth: -1
Point 1120: X: 482.112, Y: 110.592, Depth: -1
Point 1121: X: 713.664, Y: 139.968, Depth: -1
Point 1122: X: 706.752, Y: 136.512, Depth: -1
Point 1123: X: 720.576, Y: 117.504, Depth: -1
Point 1124: X: 696.384, Y: 119.232, Depth: -1
Point 1125: X: 316.224, Y: 228.096, Depth: -1
Point 1126: X: 298.944, Y: 209.088, Depth: -1
Point 1127: X: 309.312, Y: 191.808, Depth: 11.5427
Point 1128: X: 288.576, Y: 196.992, Depth: 29.03
Point 1129: X: 654.912, Y: 101.952, Depth: -1
Point 1130: X: 632.448, Y: 91.584, Depth: -1
Point 1131: X: 641.088, Y: 86.4, Depth: -1
Point 1132: X: 628.992, Y: 74.304, Depth: -1
Point 1133: X: 506.304, Y: 174.528, Depth: -1
Point 1134: X: 485.568, Y: 183.168, Depth: 55.8259
Point 1135: X: 499.392, Y: 165.888, Depth: -1
Point 1136: X: 480.384, Y: 160.704, Depth: 72.4526
Point 1137: X: 603.072, Y: 183.168, Depth: -1
Point 1138: X: 584.064, Y: 177.984, Depth: -1
Point 1139: X: 613.44, Y: 150.336, Depth: -1
Point 1140: X: 589.248, Y: 157.248, Depth: -1
Point 1141: X: 243.648, Y: 105.408, Depth: -1
Point 1142: X: 219.456, Y: 100.224, Depth: -1
Point 1143: X: 235.008, Y: 88.128, Depth: -1
Point 1144: X: 217.728, Y: 82.944, Depth: -1
Point 1145: X: 269.568, Y: 139.968, Depth: -1
Point 1146: X: 267.84, Y: 131.328, Depth: -1
Point 1147: X: 279.936, Y: 126.144, Depth: -1
Point 1148: X: 257.472, Y: 119.232, Depth: -1
Point 1149: X: 425.088, Y: 172.8, Depth: -1
Point 1150: X: 406.08, Y: 172.8, Depth: 101
Point 1151: X: 430.272, Y: 157.248, Depth: 0
Point 1152: X: 399.168, Y: 148.608, Depth: -1
Point 1153: X: 380.16, Y: 183.168, Depth: 24.8529
Point 1154: X: 368.064, Y: 176.256, Depth: 48.1311
Point 1155: X: 395.712, Y: 160.704, Depth: 0
Point 1156: X: 374.976, Y: 148.608, Depth: -1
Point 1157: X: 309.312, Y: 91.584, Depth: -1
Point 1158: X: 297.216, Y: 96.768, Depth: -1
Point 1159: X: 321.408, Y: 81.216, Depth: -1
Point 1160: X: 290.304, Y: 82.944, Depth: -1
Point 1161: X: 494.208, Y: 216, Depth: 30.9064
Point 1162: X: 487.296, Y: 219.456, Depth: 28.4334
Point 1163: X: 492.48, Y: 190.08, Depth: -1
Point 1164: X: 471.744, Y: 203.904, Depth: 29.4503
Point 1165: X: 423.36, Y: 216, Depth: -1
Point 1166: X: 412.992, Y: 224.64, Depth: -1
Point 1167: X: 419.904, Y: 205.632, Depth: 22.6927
Point 1168: X: 412.992, Y: 198.72, Depth: 22.6572
Point 1169: X: 570.24, Y: 181.44, Depth: -1
Point 1170: X: 558.144, Y: 183.168, Depth: -1
Point 1171: X: 578.88, Y: 167.616, Depth: -1
Point 1172: X: 554.688, Y: 158.976, Depth: -1
Point 1173: X: 540.864, Y: 174.528, Depth: -1
Point 1174: X: 521.856, Y: 174.528, Depth: -1
Point 1175: X: 535.68, Y: 150.336, Depth: -1
Point 1176: X: 509.76, Y: 152.064, Depth: -1
Point 1177: X: 279.936, Y: 91.584, Depth: -1
Point 1178: X: 250.56, Y: 101.952, Depth: -1
Point 1179: X: 271.296, Y: 76.032, Depth: -1
Point 1180: X: 252.288, Y: 69.12, Depth: -1
Point 1181: X: 1090.37, Y: 200.448, Depth: -1
Point 1182: X: 986.688, Y: 198.72, Depth: 13.8934
Point 1183: X: 929.664, Y: 210.816, Depth: 15.3464
Point 1184: X: 1012.61, Y: 259.2, Depth: -1
Point 1185: X: 1038.53, Y: 200.448, Depth: -1
Point 1186: X: 995.328, Y: 196.992, Depth: 14.2964
Point 1187: X: 957.312, Y: 295.488, Depth: -1
Point 1188: X: 934.848, Y: 304.128, Depth: -1
Point 1189: X: 1062.72, Y: 336.96, Depth: 5.6625
Point 1190: X: 1055.81, Y: 293.76, Depth: -1
Point 1191: X: 1005.7, Y: 297.216, Depth: -1
Point 1192: X: 1131.84, Y: 93.312, Depth: -1
Point 1193: X: 1081.73, Y: 88.128, Depth: -1
Point 1194: X: 1105.92, Y: 38.016, Depth: -1
Point 1195: X: 1085.18, Y: 60.48, Depth: -1
Point 1196: X: 1162.94, Y: 41.472, Depth: -1
Point 1197: X: 1083.46, Y: 183.168, Depth: -1
Point 1198: X: 1100.74, Y: 114.048, Depth: 6.23979
Point 1199: X: 1204.42, Y: 169.344, Depth: -1
Point 1200: X: 1192.32, Y: 114.048, Depth: -1
Point 1201: X: 924.48, Y: 74.304, Depth: -1
Point 1202: X: 984.96, Y: 62.208, Depth: -1
Point 1203: X: 1052.35, Y: 77.76, Depth: -1
Point 1204: X: 1050.62, Y: 62.208, Depth: -1
Point 1205: X: 1022.98, Y: 62.208, Depth: -1
Point 1206: X: 927.936, Y: 152.064, Depth: 15.5783
Point 1207: X: 922.752, Y: 117.504, Depth: -1
Point 1208: X: 1045.44, Y: 183.168, Depth: 8.81424
Point 1209: X: 839.808, Y: 229.824, Depth: 11.7178
Point 1210: X: 791.424, Y: 233.28, Depth: 11.3942
Point 1211: X: 775.872, Y: 214.272, Depth: 11.5861
Point 1212: X: 895.104, Y: 248.832, Depth: 13.6904
Point 1213: X: 855.36, Y: 243.648, Depth: 11.21
Point 1214: X: 889.92, Y: 224.64, Depth: 17.4165
Point 1215: X: 843.264, Y: 209.088, Depth: 11.5938
Point 1216: X: 908.928, Y: 312.768, Depth: -1
Point 1217: X: 858.816, Y: 316.224, Depth: 8.14894
Point 1218: X: 884.736, Y: 285.12, Depth: 7.60858
Point 1219: X: 851.904, Y: 269.568, Depth: -1
Point 1220: X: 658.368, Y: 238.464, Depth: 17.6226
Point 1221: X: 623.808, Y: 259.2, Depth: 13.1133
Point 1222: X: 663.552, Y: 198.72, Depth: -1
Point 1223: X: 627.264, Y: 210.816, Depth: 31.2911
Point 1224: X: 741.312, Y: 243.648, Depth: 14.1363
Point 1225: X: 705.024, Y: 247.104, Depth: 16.1916
Point 1226: X: 763.776, Y: 212.544, Depth: -1
Point 1227: X: 694.656, Y: 196.992, Depth: 21.6191
Point 1228: X: 691.2, Y: 330.048, Depth: 7.28249
Point 1229: X: 656.64, Y: 305.856, Depth: 8.28484
Point 1230: X: 806.976, Y: 84.672, Depth: -1
Point 1231: X: 787.968, Y: 81.216, Depth: -1
Point 1232: X: 808.704, Y: 51.84, Depth: -1
Point 1233: X: 805.248, Y: 57.024, Depth: -1
Point 1234: X: 883.008, Y: 89.856, Depth: -1
Point 1235: X: 858.816, Y: 100.224, Depth: -1
Point 1236: X: 881.28, Y: 32.832, Depth: -1
Point 1237: X: 844.992, Y: 51.84, Depth: -1
Point 1238: X: 812.16, Y: 112.32, Depth: -1
Point 1239: X: 775.872, Y: 124.416, Depth: -1
Point 1240: X: 884.736, Y: 150.336, Depth: 17.5834
Point 1241: X: 900.288, Y: 129.6, Depth: -1
Point 1242: X: 858.816, Y: 139.968, Depth: 18.2767
Point 1243: X: 673.92, Y: 101.952, Depth: -1
Point 1244: X: 692.928, Y: 34.56, Depth: -1
Point 1245: X: 620.352, Y: 67.392, Depth: -1
Point 1246: X: 744.768, Y: 98.496, Depth: -1
Point 1247: X: 706.752, Y: 101.952, Depth: -1
Point 1248: X: 744.768, Y: 44.928, Depth: -1
Point 1249: X: 722.304, Y: 50.112, Depth: -1
Point 1250: X: 665.28, Y: 157.248, Depth: 61.805
Point 1251: X: 632.448, Y: 160.704, Depth: -1
Point 1252: X: 672.192, Y: 120.96, Depth: -1
Point 1253: X: 641.088, Y: 114.048, Depth: -1
Point 1254: X: 739.584, Y: 157.248, Depth: 0
Point 1255: X: 720.576, Y: 153.792, Depth: 48.1127
Point 1256: X: 746.496, Y: 117.504, Depth: -1
Point 1257: X: 539.136, Y: 233.28, Depth: 19.7269
Point 1258: X: 480.384, Y: 266.112, Depth: 12.8924
Point 1259: X: 520.128, Y: 193.536, Depth: -1
Point 1260: X: 587.52, Y: 252.288, Depth: 14.1576
Point 1261: X: 573.696, Y: 236.736, Depth: 17.8263
Point 1262: X: 554.688, Y: 195.264, Depth: 70.2319
Point 1263: X: 514.944, Y: 311.04, Depth: 7.95648
Point 1264: X: 492.48, Y: 314.496, Depth: -1
Point 1265: X: 518.4, Y: 304.128, Depth: -1
Point 1266: X: 482.112, Y: 269.568, Depth: 13.493
Point 1267: X: 585.792, Y: 317.952, Depth: -1
Point 1268: X: 551.232, Y: 326.592, Depth: -1
Point 1269: X: 582.336, Y: 307.584, Depth: 8.05236
Point 1270: X: 361.152, Y: 254.016, Depth: 16.4133
Point 1271: X: 331.776, Y: 236.736, Depth: -1
Point 1272: X: 371.52, Y: 200.448, Depth: -1
Point 1273: X: 340.416, Y: 190.08, Depth: -1
Point 1274: X: 444.096, Y: 238.464, Depth: 20.103
Point 1275: X: 402.624, Y: 231.552, Depth: 14.2535
Point 1276: X: 438.912, Y: 205.632, Depth: -1
Point 1277: X: 369.792, Y: 330.048, Depth: -1
Point 1278: X: 333.504, Y: 317.952, Depth: 8.75673
Point 1279: X: 395.712, Y: 273.024, Depth: -1
Point 1280: X: 350.784, Y: 281.664, Depth: 12.0477
Point 1281: X: 404.352, Y: 314.496, Depth: 8.29593
Point 1282: X: 463.104, Y: 276.48, Depth: 11.4623
Point 1283: X: 412.992, Y: 305.856, Depth: 9.18803
Point 1284: X: 516.672, Y: 96.768, Depth: -1
Point 1285: X: 473.472, Y: 65.664, Depth: -1
Point 1286: X: 616.896, Y: 41.472, Depth: -1
Point 1287: X: 518.4, Y: 110.592, Depth: -1
Point 1288: X: 609.984, Y: 129.6, Depth: -1
Point 1289: X: 554.688, Y: 124.416, Depth: -1
Point 1290: X: 361.152, Y: 79.488, Depth: -1
Point 1291: X: 354.24, Y: 89.856, Depth: -1
Point 1292: X: 366.336, Y: 41.472, Depth: -1
Point 1293: X: 347.328, Y: 41.472, Depth: -1
Point 1294: X: 464.832, Y: 101.952, Depth: -1
Point 1295: X: 399.168, Y: 107.136, Depth: -1
Point 1296: X: 437.184, Y: 60.48, Depth: -1
Point 1297: X: 430.272, Y: 62.208, Depth: -1
Point 1298: X: 345.6, Y: 181.44, Depth: -1
Point 1299: X: 393.984, Y: 129.6, Depth: -1
Point 1300: X: 338.688, Y: 108.864, Depth: -1
Point 1301: X: 442.368, Y: 181.44, Depth: 42.307
Point 1302: X: 452.736, Y: 145.152, Depth: -1
Point 1303: X: 404.352, Y: 127.872, Depth: -1
Point 1304: X: 245.376, Y: 250.56, Depth: 12.4454
Point 1305: X: 188.352, Y: 260.928, Depth: -1
Point 1306: X: 245.376, Y: 193.536, Depth: 15.8002
Point 1307: X: 202.176, Y: 203.904, Depth: -1
Point 1308: X: 316.224, Y: 231.552, Depth: -1
Point 1309: X: 264.384, Y: 248.832, Depth: -1
Point 1310: X: 262.656, Y: 191.808, Depth: 13.8932
Point 1311: X: 240.192, Y: 317.952, Depth: -1
Point 1312: X: 210.816, Y: 317.952, Depth: -1
Point 1313: X: 235.008, Y: 269.568, Depth: -1
Point 1314: X: 184.896, Y: 269.568, Depth: 11.2036
Point 1315: X: 297.216, Y: 321.408, Depth: 8.82714
Point 1316: X: 288.576, Y: 276.48, Depth: 13.3003
Point 1317: X: 250.56, Y: 297.216, Depth: -1
Point 1318: X: 93.312, Y: 241.92, Depth: -1
Point 1319: X: 57.024, Y: 259.2, Depth: -1
Point 1320: X: 91.584, Y: 191.808, Depth: -1
Point 1321: X: 32.832, Y: 193.536, Depth: -1
Point 1322: X: 152.064, Y: 247.104, Depth: -1
Point 1323: X: 101.952, Y: 245.376, Depth: -1
Point 1324: X: 162.432, Y: 217.728, Depth: -1
Point 1325: X: 136.512, Y: 221.184, Depth: -1
Point 1326: X: 77.76, Y: 333.504, Depth: -1
Point 1327: X: 34.56, Y: 333.504, Depth: -1
Point 1328: X: 76.032, Y: 273.024, Depth: -1
Point 1329: X: 55.296, Y: 276.48, Depth: 12.3138
Point 1330: X: 139.968, Y: 340.416, Depth: -1
Point 1331: X: 134.784, Y: 285.12, Depth: -1
Point 1332: X: 203.904, Y: 88.128, Depth: -1
Point 1333: X: 235.008, Y: 65.664, Depth: -1
Point 1334: X: 186.624, Y: 44.928, Depth: -1
Point 1335: X: 305.856, Y: 41.472, Depth: -1
Point 1336: X: 248.832, Y: 177.984, Depth: 20.6695
Point 1337: X: 212.544, Y: 184.896, Depth: -1
Point 1338: X: 245.376, Y: 115.776, Depth: -1
Point 1339: X: 260.928, Y: 177.984, Depth: 16.2442
Point 1340: X: 300.672, Y: 134.784, Depth: -1
Point 1341: X: 88.128, Y: 88.128, Depth: -1
Point 1342: X: 86.4, Y: 65.664, Depth: -1
Point 1343: X: 62.208, Y: 48.384, Depth: -1
Point 1344: X: 158.976, Y: 70.848, Depth: -1
Point 1345: X: 153.792, Y: 38.016, Depth: -1
Point 1346: X: 69.12, Y: 174.528, Depth: -1
Point 1347: X: 48.384, Y: 167.616, Depth: -1
Point 1348: X: 82.944, Y: 122.688, Depth: -1
Point 1349: X: 32.832, Y: 119.232, Depth: -1
Point 1350: X: 162.432, Y: 186.624, Depth: -1
Point 1351: X: 157.248, Y: 115.776, Depth: -1
Point 1352: X: 696.384, Y: 331.776, Depth: -1
Point 1353: X: 831.168, Y: 279.936, Depth: 16.7075
Point 1354: X: 495.59, Y: 134.784, Depth: -1
Point 1355: X: 472.781, Y: 149.299, Depth: -1
Point 1356: X: 497.664, Y: 122.342, Depth: -1
Point 1357: X: 474.854, Y: 128.563, Depth: -1
Point 1358: X: 713.318, Y: 138.931, Depth: -1
Point 1359: X: 707.098, Y: 134.784, Depth: -1
Point 1360: X: 729.907, Y: 116.122, Depth: -1
Point 1361: X: 696.73, Y: 118.195, Depth: -1
Point 1362: X: 275.789, Y: 132.71, Depth: -1
Point 1363: X: 267.494, Y: 138.931, Depth: -1
Point 1364: X: 277.862, Y: 124.416, Depth: -1
Point 1365: X: 257.126, Y: 118.195, Depth: -1
Point 1366: X: 277.862, Y: 97.4592, Depth: -1
Point 1367: X: 259.2, Y: 105.754, Depth: -1
Point 1368: X: 284.083, Y: 87.0912, Depth: -1
Point 1369: X: 257.126, Y: 89.1648, Depth: -1
Point 1370: X: 313.114, Y: 103.68, Depth: -1
Point 1371: X: 296.525, Y: 97.4592, Depth: -1
Point 1372: X: 321.408, Y: 78.7968, Depth: -1
Point 1373: X: 290.304, Y: 82.944, Depth: -1
Point 1374: X: 541.21, Y: 172.109, Depth: -1
Point 1375: X: 522.547, Y: 172.109, Depth: 75.9673
Point 1376: X: 545.357, Y: 161.741, Depth: -1
Point 1377: X: 522.547, Y: 167.962, Depth: -1
Point 1378: X: 381.542, Y: 172.109, Depth: 28.3795
Point 1379: X: 373.248, Y: 182.477, Depth: 25.4876
Point 1380: X: 393.984, Y: 159.667, Depth: 101
Point 1381: X: 375.322, Y: 159.667, Depth: 36.8039
Point 1382: X: 425.088, Y: 172.109, Depth: -1
Point 1383: X: 402.278, Y: 180.403, Depth: 39.7609
Point 1384: X: 418.867, Y: 163.814, Depth: -1
Point 1385: X: 406.426, Y: 155.52, Depth: 50.1401
Point 1386: X: 505.958, Y: 174.182, Depth: -1
Point 1387: X: 485.222, Y: 182.477, Depth: 62.851
Point 1388: X: 508.032, Y: 151.373, Depth: -1
Point 1389: X: 479.002, Y: 159.667, Depth: 64.1727
Point 1390: X: 248.832, Y: 101.606, Depth: -1
Point 1391: X: 217.728, Y: 99.5328, Depth: -1
Point 1392: X: 244.685, Y: 78.7968, Depth: -1
Point 1393: X: 234.317, Y: 89.1648, Depth: -1
Point 1394: X: 570.24, Y: 180.403, Depth: -1
Point 1395: X: 557.798, Y: 182.477, Depth: -1
Point 1396: X: 578.534, Y: 167.962, Depth: -1
Point 1397: X: 555.725, Y: 157.594, Depth: -1
Point 1398: X: 423.014, Y: 215.654, Depth: 22.1715
Point 1399: X: 406.426, Y: 219.802, Depth: -1
Point 1400: X: 420.941, Y: 205.286, Depth: 22.7335
Point 1401: X: 404.352, Y: 194.918, Depth: -1
Point 1402: X: 491.443, Y: 215.654, Depth: 31.3818
Point 1403: X: 489.37, Y: 211.507, Depth: 33.1962
Point 1404: X: 493.517, Y: 188.698, Depth: -1
Point 1405: X: 472.781, Y: 203.213, Depth: 29.4528
Point 1406: X: 1192.32, Y: 111.974, Depth: -1
Point 1407: X: 688.435, Y: 327.629, Depth: 7.03498
Point 1408: X: 856.397, Y: 99.5328, Depth: -1
Point 1409: X: 858.471, Y: 43.5456, Depth: -1
Point 1410: X: 1134.26, Y: 62.208, Depth: -1
Point 1411: X: 989.107, Y: 306.893, Depth: -1
Point 1412: X: 1055.46, Y: 292.378, Depth: -1
Point 1413: X: 1005.7, Y: 296.525, Depth: -1
Point 1414: X: 1065.83, Y: 211.507, Depth: 6.35895
Point 1415: X: 615.859, Y: 41.472, Depth: -1
Point 1416: X: 586.829, Y: 317.261, Depth: 7.60044
Point 1417: X: 559.872, Y: 327.629, Depth: -1
Point 1418: X: 617.933, Y: 265.421, Depth: 12.6262
Point 1419: X: 85.0176, Y: 66.3552, Depth: -1
Point 1420: X: 68.4288, Y: 51.84, Depth: -1
Point 1421: X: 810.778, Y: 111.974, Depth: -1
Point 1422: X: 792.115, Y: 120.269, Depth: -1
Point 1423: X: 806.63, Y: 107.827, Depth: -1
Point 1424: X: 787.968, Y: 80.8704, Depth: -1
Point 1425: X: 808.704, Y: 51.84, Depth: -1
Point 1426: X: 481.075, Y: 273.715, Depth: -1
Point 1427: X: 982.887, Y: 213.581, Depth: -1
Point 1428: X: 941.415, Y: 211.507, Depth: 15.818
Point 1429: X: 856.397, Y: 313.114, Depth: -1
Point 1430: X: 885.427, Y: 284.083, Depth: -1
Point 1431: X: 854.323, Y: 302.746, Depth: -1
Point 1432: X: 70.5024, Y: 275.789, Depth: -1
Point 1433: X: 55.9872, Y: 275.789, Depth: 11.8578
Point 1434: X: 1084.49, Y: 182.477, Depth: -1
Point 1435: X: 1099.01, Y: 114.048, Depth: 6.26921
Point 1436: X: 1086.57, Y: 141.005, Depth: -1
Point 1437: X: 968.371, Y: 151.373, Depth: 14.2834
Point 1438: X: 920.679, Y: 118.195, Depth: -1
Point 1439: X: 899.943, Y: 130.637, Depth: -1
Point 1440: X: 858.471, Y: 141.005, Depth: 18.6352
Point 1441: X: 292.378, Y: 304.819, Depth: -1
Point 1442: X: 261.274, Y: 304.819, Depth: 13.2103
Point 1443: X: 286.157, Y: 279.936, Depth: -1
Point 1444: X: 792.115, Y: 232.243, Depth: 11.0088
Point 1445: X: 773.453, Y: 213.581, Depth: 11.6652
Point 1446: X: 143.078, Y: 331.776, Depth: -1
Point 1447: X: 161.741, Y: 265.421, Depth: -1
Point 1448: X: 134.784, Y: 284.083, Depth: -1
Point 1449: X: 93.312, Y: 242.611, Depth: 13.0424
Point 1450: X: 68.4288, Y: 263.347, Depth: 13.3037
Point 1451: X: 91.2384, Y: 190.771, Depth: -1
Point 1452: X: 176.256, Y: 72.576, Depth: -1
Point 1453: X: 178.33, Y: 55.9872, Depth: -1
Point 1454: X: 1051.32, Y: 78.7968, Depth: -1
Point 1455: X: 1045.09, Y: 55.9872, Depth: -1
Point 1456: X: 1022.28, Y: 62.208, Depth: -1
Point 1457: X: 1132.19, Y: 93.312, Depth: -1
Point 1458: X: 1078.27, Y: 87.0912, Depth: -1
Point 1459: X: 1107.3, Y: 43.5456, Depth: -1
Point 1460: X: 1084.49, Y: 60.1344, Depth: -1
Point 1461: X: 999.475, Y: 257.126, Depth: 11.736
Point 1462: X: 1057.54, Y: 196.992, Depth: 7.22241
Point 1463: X: 987.034, Y: 196.992, Depth: 14.3543
Point 1464: X: 661.479, Y: 240.538, Depth: 17.0943
Point 1465: X: 624.154, Y: 257.126, Depth: 13.4778
Point 1466: X: 663.552, Y: 199.066, Depth: -1
Point 1467: X: 626.227, Y: 209.434, Depth: 32.3829
Point 1468: X: 161.741, Y: 174.182, Depth: -1
Point 1469: X: 157.594, Y: 116.122, Depth: -1
Point 1470: X: 383.616, Y: 319.334, Depth: 8.23042
Point 1471: X: 331.776, Y: 317.261, Depth: 9.1665
Point 1472: X: 396.058, Y: 271.642, Depth: 13.1791
Point 1473: X: 350.438, Y: 279.936, Depth: -1
Point 1474: X: 74.6496, Y: 180.403, Depth: -1
Point 1475: X: 68.4288, Y: 172.109, Depth: -1
Point 1476: X: 80.8704, Y: 122.342, Depth: -1
Point 1477: X: 43.5456, Y: 130.637, Depth: -1
Point 1478: X: 153.446, Y: 246.758, Depth: -1
Point 1479: X: 122.342, Y: 261.274, Depth: -1
Point 1480: X: 161.741, Y: 217.728, Depth: -1
Point 1481: X: 136.858, Y: 219.802, Depth: -1
Point 1482: X: 740.275, Y: 242.611, Depth: -1
Point 1483: X: 700.877, Y: 242.611, Depth: 15.2874
Point 1484: X: 763.085, Y: 211.507, Depth: -1
Point 1485: X: 694.656, Y: 196.992, Depth: 21.6191
Point 1486: X: 433.382, Y: 313.114, Depth: 8.32171
Point 1487: X: 452.045, Y: 302.746, Depth: 8.93612
Point 1488: X: 423.014, Y: 302.746, Depth: 8.94173
Point 1489: X: 244.685, Y: 323.482, Depth: -1
Point 1490: X: 190.771, Y: 306.893, Depth: 9.92116
Point 1491: X: 236.39, Y: 269.568, Depth: 12.9083
Point 1492: X: 213.581, Y: 273.715, Depth: 10.7507
Point 1493: X: 516.326, Y: 95.3856, Depth: -1
Point 1494: X: 474.854, Y: 91.2384, Depth: -1
Point 1495: X: 474.854, Y: 66.3552, Depth: -1
Point 1496: X: 464.486, Y: 101.606, Depth: -1
Point 1497: X: 400.205, Y: 105.754, Depth: -1
Point 1498: X: 437.53, Y: 60.1344, Depth: -1
Point 1499: X: 427.162, Y: 60.1344, Depth: -1
Point 1500: X: 615.859, Y: 255.053, Depth: 13.8258
Point 1501: X: 578.534, Y: 250.906, Depth: 14.4696
Point 1502: X: 601.344, Y: 194.918, Depth: -1
Point 1503: X: 559.872, Y: 190.771, Depth: -1
Point 1504: X: 667.699, Y: 155.52, Depth: 65.2549
Point 1505: X: 632.448, Y: 159.667, Depth: -1
Point 1506: X: 663.552, Y: 149.299, Depth: -1
Point 1507: X: 646.963, Y: 111.974, Depth: -1
Point 1508: X: 248.832, Y: 178.33, Depth: 23.3419
Point 1509: X: 211.507, Y: 184.55, Depth: -1
Point 1510: X: 244.685, Y: 116.122, Depth: -1
Point 1511: X: 246.758, Y: 248.832, Depth: -1
Point 1512: X: 186.624, Y: 259.2, Depth: 11.5265
Point 1513: X: 246.758, Y: 188.698, Depth: 22.7988
Point 1514: X: 203.213, Y: 203.213, Depth: -1
Point 1515: X: 375.322, Y: 78.7968, Depth: -1
Point 1516: X: 360.806, Y: 80.8704, Depth: -1
Point 1517: X: 367.027, Y: 41.472, Depth: -1
Point 1518: X: 342.144, Y: 53.9136, Depth: -1
Point 1519: X: 744.422, Y: 109.901, Depth: -1
Point 1520: X: 707.098, Y: 103.68, Depth: -1
Point 1521: X: 744.422, Y: 43.5456, Depth: -1
Point 1522: X: 721.613, Y: 49.7664, Depth: -1
Point 1523: X: 396.058, Y: 228.096, Depth: 19.538
Point 1524: X: 331.776, Y: 234.317, Depth: -1
Point 1525: X: 371.174, Y: 199.066, Depth: -1
Point 1526: X: 340.07, Y: 190.771, Depth: 30.3364
Point 1527: X: 317.261, Y: 236.39, Depth: -1
Point 1528: X: 265.421, Y: 246.758, Depth: 12.5306
Point 1529: X: 315.187, Y: 226.022, Depth: 14.6906
Point 1530: X: 261.274, Y: 190.771, Depth: 21.0778
Point 1531: X: 539.136, Y: 232.243, Depth: 20.0969
Point 1532: X: 518.4, Y: 192.845, Depth: -1
Point 1533: X: 352.512, Y: 172.109, Depth: -1
Point 1534: X: 398.131, Y: 149.299, Depth: -1
Point 1535: X: 360.806, Y: 111.974, Depth: -1
Point 1536: X: 738.202, Y: 155.52, Depth: 0
Point 1537: X: 721.613, Y: 151.373, Depth: 45.9959
Point 1538: X: 744.422, Y: 116.122, Depth: -1
Point 1539: X: 205.286, Y: 87.0912, Depth: -1
Point 1540: X: 240.538, Y: 62.208, Depth: -1
Point 1541: X: 186.624, Y: 45.6192, Depth: -1
Point 1542: X: 675.994, Y: 101.606, Depth: -1
Point 1543: X: 653.184, Y: 103.68, Depth: -1
Point 1544: X: 663.552, Y: 60.1344, Depth: -1
Point 1545: X: 620.006, Y: 68.4288, Depth: -1
Point 1546: X: 443.75, Y: 236.39, Depth: 20.8346
Point 1547: X: 423.014, Y: 232.243, Depth: 22.314
Point 1548: X: 462.413, Y: 188.698, Depth: -1
Point 1549: X: 603.418, Y: 182.477, Depth: -1
Point 1550: X: 613.786, Y: 141.005, Depth: -1
